movie,production_budget,domestic_gross,worldwide_gross,mpaa_rating,genre
Maurice,2600000,3147950,3198308,R,Drama
Timber Falls,2600000,0,71248,R,Horror
A Haunted House,2500000,40041683,59922558,R,Comedy
Garden State,2500000,26782316,36028802,R,Drama
That Thing You Do!,2500000,25857416,34557416,PG,Drama
Halloween II,2500000,25533818,25533818,,Horror
Halloween 3: Season of the Witch,2500000,14400000,14400000,,Horror
The Spectacular Now,2500000,6852971,6916951,R,Drama
Before Sunrise,2500000,5274005,5686742,R,Drama
Hunt for the Wilderpeople,2500000,5205471,23845533,PG-13,Comedy
Robot & Frank,2500000,3317468,4934356,PG-13,Drama
Jesus' Son,2500000,1282084,1687548,R,Drama
Saving Face,2500000,1187266,1269705,R,Comedy
Brick Lane,2500000,1094998,3838486,PG-13,Drama
Eye of the Dolphin,2500000,72210,72260,PG-13,Drama
Underdogs,2500000,35017,35017,PG,Drama
Alien Uprising,2500000,0,0,R,Action
Go For It!,2450000,180237,182358,PG-13,Drama
Get on the Bus,2400000,5691854,5691854,R,Drama
Idiocracy,2400000,444093,500296,R,Comedy
Do You Believe?,2300000,12985600,14305450,PG-13,Drama
Frontera,2300000,59696,59696,PG-13,Drama
Redemption Road,2300000,29384,29384,PG-13,Drama
Pinocchio,2289247,84300000,84300000,G,Adventure
Friday the 13th Part 3,2250000,36690067,36690067,,Horror
The French Connection,2200000,41158757,41158757,,Drama
The Last Sin Eater,2200000,388390,388390,PG-13,Drama
Bully,2100000,881824,1381824,R,Drama
Mi America,2100000,3330,3330,R,Drama
Courageous,2000000,34522221,35185884,PG-13,Drama
From Russia With Love,2000000,24800000,78900000,PG,Action
Mad Max 2: The Road Warrior,2000000,24600832,24600832,,Action
In the Heat of the Night,2000000,24379978,24407647,,Drama
Sleeper,2000000,18344729,18344729,,Comedy
It Follows,2000000,14674077,23250755,R,Horror
Silent House,2000000,12739737,16610760,R,Horror
Boys Don't Cry,2000000,11540607,20741000,R,Drama
Das Leben der Anderen,2000000,11284657,81197047,R,Drama
Witchboard,2000000,7369373,7369373,,Horror
Smoke Signals,2000000,6719300,7756617,PG-13,Comedy
Winter's Bone,2000000,6531503,16131551,R,Drama
American Splendor,2000000,6003587,8685632,R,Drama
The Florida Project,2000000,5904366,11303040,R,Drama
All Saints,2000000,5802208,5941994,PG,Drama
Before Sunset,2000000,5792822,11217346,R,Drama
Amores Perros,2000000,5383834,20883834,R,Drama
Thirteen,2000000,4601043,9505996,R,Drama
Me and You and Everyone We Know,2000000,3885134,9615464,R,Drama
We Are Your Friends,2000000,3591417,10166209,R,Drama
Harsh Times,2000000,3337931,6225304,R,Drama
Ghost Dog: The Way of the Samurai,2000000,3330230,10672492,R,Drama
Captive,2000000,2583301,2791973,PG-13,Drama
Full Frontal,2000000,2512846,3438804,R,Comedy
Hearts Beat Loud,2000000,2386254,2420962,PG-13,Drama
The Resurrection of Gavin Stone,2000000,2303792,2303792,PG,Comedy
Strangers with Candy,2000000,2072645,2077844,R,Comedy
Son of Rambow: A Home Movie,2000000,1785505,11263263,PG-13,Comedy
The Diary of a Teenage Girl,2000000,1477002,2279959,R,Drama
Get Real,2000000,1152411,1152411,R,Comedy
Meek's Cutoff,2000000,977772,1869928,PG,Drama
Dinner Rush,2000000,638227,1075504,R,Drama
The Virginity Hit,2000000,636706,636706,R,Comedy
House of D,2000000,388532,466106,PG-13,Drama
Teeth,2000000,347578,2350641,R,Comedy
Stonewall,2000000,304602,304602,R,Drama
Sherrybaby,2000000,199176,759504,R,Drama
It's All Gone Pete Tong,2000000,120620,2226603,R,Drama
24 7: Twenty Four Seven,2000000,72544,72544,R,Comedy
Growing up Smith,2000000,35312,35312,PG-13,Comedy
Super Capers,2000000,30955,30955,PG,Adventure
Return of the Living Dead 3,2000000,21000,21000,,Horror
London,2000000,12667,12667,R,Drama
Eden Lake,2000000,7321,4294373,R,Horror
Say Uncle,2000000,5361,5361,R,Comedy
Grave Encounters,2000000,0,2151887,,Horror
Bananas,2000000,0,0,PG-13,Comedy
Rockaway,2000000,0,0,R,Drama
Small Apartments,2000000,0,0,R,Comedy
The Dog Lover,2000000,0,0,PG,Drama
Nowhere Boy,1900000,1445366,7785229,R,Drama
Northfork,1900000,1420578,1445140,PG-13,Drama
Brotherly Love,1900000,478595,478595,R,Drama
Submarine,1900000,467602,4581937,R,Comedy
The Last Exorcism,1800000,41034350,70165900,PG-13,Horror
Carrie,1800000,25878153,25878153,,Horror
A Nightmare on Elm Street,1800000,25504513,25504513,R,Horror
Beasts of the Southern Wild,1800000,12795746,23265132,PG-13,Drama
El crimen de padre Amaro,1800000,5719000,5719000,R,Drama
Songcatcher,1800000,3050934,3050934,PG-13,Drama
Higher Ground,1800000,841056,842693,R,Drama
I Spit on Your Grave,1750000,93051,1278471,R,Horror
In the Bedroom,1700000,35930604,42137871,R,Drama
La misma luna,1700000,12590147,23271741,PG-13,Drama
The Lunchbox,1700000,4231500,12231500,PG,Drama
Grace Unplugged,1700000,2507159,2507159,PG,Drama
Saul fia,1700000,1777043,9696537,R,Drama
My Summer of Love,1700000,1000915,4727375,R,Drama
Yes,1700000,396035,661221,R,Drama
Foolish,1600000,6026908,6026908,R,Comedy
Bubble,1600000,145382,145382,R,Drama
Mississippi Mermaid,1600000,27795,2627795,R,Drama
I Love Your Work,1600000,3264,3264,R,Comedy
Insidious,1500000,54009150,99870886,R,Horror
Moonlight,1500000,27854931,65322266,R,Drama
Cabin Fever,1500000,21158188,30351664,R,Horror
Kickboxer,1500000,14533681,14533681,R,Action
Bloodsport,1500000,11806119,11806119,R,Action
The Squid and the Whale,1500000,7372734,11191423,R,Drama
Dawn of the Dead,1500000,5100000,55000000,,Horror
Exotica,1500000,5046118,5046118,R,Drama
The To Do List,1500000,3491669,4128828,R,Comedy
Buffalo '66,1500000,2380606,2380606,R,Comedy
Repo Man,1500000,2300000,2300000,,Comedy
I’m Not Ashamed,1500000,2082980,2082980,PG-13,Drama
Nueve Reinas,1500000,1222889,12412889,R,Drama
The Lords of Salem,1500000,1165881,1541131,R,Horror
The Ballad of Jack and Rose,1500000,712294,1126258,R,Drama
The Believer,1500000,406035,1840248,R,Drama
Snow Angels,1500000,402858,414404,R,Drama
MOOZ-lum,1500000,362239,372239,PG-13,Drama
Amigo,1500000,184705,184705,R,Drama
Hatchet,1500000,175281,240396,R,Horror
My Name is Bruce,1500000,173066,173066,R,Horror
Modern Times,1500000,163245,165049,G,Comedy
The Salon,1500000,139084,139084,PG-13,Comedy
Stolen Summer,1500000,119841,119841,PG,Drama
Forty Shades of Blue,1500000,75828,172569,R,Drama
Trucker,1500000,52429,52429,R,Drama
Teefa in Trouble,1500000,0,98806,,Action
Fetching Cody,1500000,0,0,,Drama
The Lion of Judah,1500000,0,0,PG,Adventure
Mustang,1400000,845464,5545484,PG-13,Drama
The Holy Girl,1400000,304124,1261792,R,Drama
Festen,1300000,1647780,1647780,R,Comedy
Trees Lounge,1300000,749741,749741,R,Drama
Journey from the Fall,1300000,635305,635305,R,Drama
The Basket,1300000,609042,609042,PG,Drama
Def-Con 4,1300000,210904,210904,,Action
Friday the 13th Part 2,1250000,21722776,21722776,,Horror
C.H.U.D.,1250000,4700000,4700000,,Horror
Filly Brown,1250000,2850357,2940411,R,Drama
Saw,1200000,55968727,103880027,R,Horror
Super Troopers,1200000,18492362,23046142,R,Comedy
Monsoon Wedding,1200000,13876974,27025600,R,Comedy
You Can Count on Me,1200000,9180275,10827356,R,Drama
Home Run,1200000,2859955,2859955,PG-13,Drama
But I'm a Cheerleader,1200000,2205627,2509344,R,Comedy
Blue Like Jazz,1200000,595018,595018,PG-13,Comedy
Que Horas Ela Volta?,1200000,376976,3247411,R,Drama
Q,1200000,255000,255000,,Horror
Grand Theft Parsons,1200000,0,0,PG-13,Drama
Crowsnest,1200000,0,0,R,Horror
Airborne,1200000,0,0,,Horror
God’s Not Dead,1150000,60755732,63777092,PG,Drama
Waiting...,1125000,16124543,18673274,R,Comedy
Wolf Creek,1100000,16186348,29005064,R,Horror
Ong-Bak,1100000,4563167,24062965,R,Action
Serbuan maut,1100000,4105123,9297407,R,Action
The Offspring,1100000,1355728,1355728,R,Horror
Beyond the Black Rainbow,1100000,56491,56491,R,Drama
Casablanca,1039000,10462500,10462500,PG,Drama
Rocky,1000000,117235147,225000000,PG,Drama
The Devil Inside,1000000,53262945,101759490,R,Horror
Unfriended,1000000,32789645,62869004,R,Horror
Taxi Driver,1000000,28262574,28316211,R,Drama
The Fog,1000000,21378361,21378361,,Horror
You're Next,1000000,18494006,26887177,R,Horror
Chernobyl Diaries,1000000,18119640,42411721,R,Horror
The Howling,1000000,17985000,17985000,,Horror
Dr. No,1000000,16067035,59567035,PG,Action
Hellraiser,1000000,14564000,14575148,R,Horror
Godzilla 2000,1000000,10037390,10037390,PG,Action
Blue Valentine,1000000,9737892,16566240,R,Drama
Transamerica,1000000,9015303,16553163,R,Drama
Beyond the Valley of the Dolls,1000000,9000000,9000000,,Comedy
Unfriended: Dark Web,1000000,8783985,9620953,R,Horror
The Green Inferno,1000000,7192291,12931569,R,Horror
The Sessions,1000000,6002451,11495204,R,Drama
October Baby,1000000,5355847,5391992,PG-13,Drama
The Skeleton Twins,1000000,5284309,5797192,R,Drama
Junebug,1000000,2678010,3553253,R,Drama
Frozen River,1000000,2511476,6030129,R,Drama
Sidewalks of New York,1000000,2402459,3575308,R,Comedy
Two Girls and a Guy,1000000,2057193,2315026,R,Drama
The Secrets of Jonathan Sperry,1000000,1355079,1355079,PG,Drama
Bubba Ho-Tep,1000000,1239183,1492895,R,Comedy
No Man's Land,1000000,1067481,2684207,R,Drama
Slam,1000000,1009819,1087521,R,Drama
Patti Cake$,1000000,800148,1471090,R,Comedy
Panic,1000000,779137,1425707,R,Drama
Palo Alto,1000000,767732,1156309,R,Drama
The Future,1000000,568662,1239174,R,Drama
All the Real Girls,1000000,549666,703020,R,Drama
23 Blast,1000000,549185,549185,PG-13,Drama
Dream With The Fishes,1000000,542909,542909,R,Drama
Blue Car,1000000,464126,475367,R,Drama
Wristcutters: A Love Story,1000000,446165,473769,R,Comedy
Luminarias,1000000,428535,428535,R,Comedy
I Origins,1000000,336472,852399,R,Drama
The Battle of Shaker Heights,1000000,280351,839145,PG-13,Comedy
Love Liza,1000000,213137,213137,R,Drama
Lisa Picard is Famous,1000000,113433,113433,PG-13,Comedy
The House of the Devil,1000000,101215,102812,R,Horror
Hardflip,1000000,96734,96734,PG-13,Drama
Creative Control,1000000,63014,63014,R,Drama
Camp X-Ray,1000000,9837,9837,R,Drama
Special,1000000,7202,26822,R,Drama
The Sisterhood of Night,1000000,6870,6870,PG-13,Drama
The Helix…Loaded,1000000,3700,3700,R,Comedy
Childless,1000000,1036,1036,R,Drama
In Her Line of Fire,1000000,884,884,R,Action
Jimmy and Judy,1000000,0,0,R,Action
The Poker House,1000000,0,0,R,Drama
Proud,1000000,0,0,PG,Drama
Steppin: The Movie,1000000,0,0,PG-13,Comedy
Zombies of Mass Destruction,1000000,0,0,R,Comedy
Hard Candy,950000,1024640,8267066,R,Horror
Charly,950000,814666,814666,PG,Comedy
L!fe Happens,930000,30905,30905,R,Comedy
Lowriders,916000,6179955,6188421,PG-13,Drama
Fruitvale Station,900000,16098998,17549645,R,Drama
Meet the Blacks,900000,9097072,9097072,R,Comedy
Circumstance,900000,454121,958978,R,Drama
The Quiet,900000,381420,381420,R,Drama
Bambi,858000,102797000,268000000,G,Drama
Latter Days,850000,833118,865708,R,Drama
Time Changer,825000,1500711,1500711,PG,Drama
Jodaeiye Nader az Simin,800000,7098492,24426169,PG-13,Drama
Welcome to the Dollhouse,800000,4198137,5034794,R,Comedy
Raising Victor Vargas,800000,2073984,2900578,R,Drama
Ruby in Paradise,800000,1001437,1001437,R,Drama
The Mudge Boy,800000,62544,62544,R,Drama
Saints and Soldiers,780000,1310470,1310470,PG-13,Drama
American Graffiti,777000,115000000,140000000,PG,Drama
Safety Not Guaranteed,750000,4010957,4422318,R,Comedy
The Innkeepers,750000,78396,1011535,R,Horror
Il conformista,750000,59656,89609,R,Drama
Undead,750000,41196,229250,R,Horror
All the Boys Love Mandy Lane,750000,0,1960521,R,Horror
La mariée était en noir,747000,44566,44566,,Drama
Half Nelson,700000,2697938,4911725,R,Drama
Hav Plenty,650000,2301777,2301777,R,Comedy
The Blair Witch Project,600000,140539099,248300000,R,Horror
The Kentucky Fried Movie,600000,15000000,20000000,,Comedy
Mercy Streets,600000,173599,173599,PG-13,Drama
Broken Vessels,600000,15030,85343,R,Drama
Drunk Wedding,600000,3301,3301,R,Comedy
A Hard Day's Night,560000,1537860,1626784,G,Comedy
Friday the 13th,550000,39754601,59754601,,Horror
Fireproof,500000,33456317,33473297,PG,Drama
Benji,500000,31559560,31559560,G,Adventure
The Station Agent,500000,5801558,9470209,R,Drama
To Save a Life,500000,3777210,3824868,PG-13,Drama
The Singles Ward,500000,1250798,1250798,PG,Comedy
Osama,500000,1127331,1971479,PG-13,Drama
Groove,500000,1115313,1167524,R,Comedy
The R.M.,500000,1111615,1111615,PG,Comedy
Twin Falls Idaho,500000,985341,1027228,R,Drama
Mean Creek,500000,603951,1348750,R,Drama
Drinking Buddies,500000,343706,407100,R,Drama
Hurricane Streets,500000,334041,367582,,Drama
Civil Brand,500000,254293,254293,R,Drama
Monsters,500000,237301,5639730,R,Drama
Lonesome Jim,500000,154187,602789,R,Comedy
O Menino e o Mundo,500000,129479,271893,PG,Adventure
Johnny Suede,500000,55000,55000,R,Drama
The Californians,500000,4134,4134,PG,Drama
Everything Put Together,500000,0,7890,R,Drama
Paranormal Activity,450000,107918810,194183034,R,Horror
Brick,450000,2075743,4243996,R,Drama
Sunday,450000,410919,450349,,Drama
Conversations with Other Women,450000,379418,1297745,R,Comedy
Metropolitan,430000,2938000,2938000,PG-13,Comedy
Napoleon Dynamite,400000,44540956,46122713,PG,Comedy
Monty Python and the Holy Grail,400000,3427696,5028948,,Comedy
Quinceanera,400000,1692693,2797199,R,Drama
Heroes,400000,655538,655538,R,Adventure
E tu vivrai nel terrore - L'aldilà,400000,126387,126387,,Horror
Jackpot,400000,44452,44452,R,Drama
Fabled,400000,31425,31425,R,Horror
The Dark Hours,400000,423,423,R,Horror
My Beautiful Laundrette,400000,0,0,,Drama
Maniac,350000,10000000,10000000,,Horror
American Ninja 2: The Confrontation,350000,4000000,4000000,,Action
12 Angry Men,340000,0,0,,Drama
Halloween,325000,47000000,70000000,R,Horror
Tumbleweeds,312000,1350248,1788168,PG-13,Drama
God's Army,300000,2637726,2652515,PG,Drama
Pieces of April,300000,2528664,3571253,PG-13,Comedy
When The Cat's Away,300000,1652472,2525984,R,Comedy
Wendy and Lucy,300000,865695,1416046,R,Drama
Let's Talk About Sex,300000,373615,373615,,Comedy
First Morning,300000,87264,87264,PG-13,Drama
3 Backyards,300000,39475,39475,R,Drama
Fighting Tommy Riley,300000,10514,10514,R,Drama
Compliance,270000,319285,830700,R,Drama
Lovely and Amazing,250000,4210379,4613482,R,Drama
Sleight,250000,3930990,3934450,R,Action
Better Luck Tomorrow,250000,3802390,3809226,R,Drama
Like Crazy,250000,3395391,3728400,PG-13,Drama
Chuck&Buck,250000,1055671,1157672,R,Drama
Love and Other Catastrophes,250000,212285,743216,R,Comedy
I Married a Strange Person,250000,203134,203134,,Comedy
November,250000,191862,191862,R,Drama
